user_id,name,email,signup_date,country,kyc_status,kyc_method,tenure_days,risk_score
297,Jennifer Johnson,jacqueline89@example.net,2025-06-01,NG,Verified,Utility Bill,29,0.853
298,David Ortega,deborahwilliams@example.net,2025-05-29,GH,Pending,Bank Verification,32,0.43
299,Paul Sheppard,grodriguez@example.com,2025-03-03,KE,Verified,Utility Bill,119,0.827
300,Kristin Watts,seanmyers@example.net,2024-09-18,NG,Verified,Bank Verification,285,0.313
301,Haley Johnson,phillipssamantha@example.org,2025-01-30,KE,Verified,Bank Verification,151,0.954
302,Brenda Collins,hmueller@example.com,2024-08-10,NG,Verified,Bank Verification,324,0.091
303,Nathan Chavez,evanslisa@example.org,2024-11-03,NG,Verified,Document Upload,239,0.745
304,Brian Marsh,zacharyarnold@example.com,2024-07-07,NG,Verified,Bank Verification,358,0.586
305,Crystal Sullivan,jacobsandoval@example.com,2025-01-19,NG,Pending,Bank Verification,162,0.411
306,Christina Vargas,nsmith@example.org,2024-07-09,NG,Verified,Bank Verification,356,0.968
307,Rebecca Ray,michaelgonzalez@example.org,2024-10-08,NG,Verified,Utility Bill,265,0.578
308,Kelsey Fowler,lcarr@example.org,2024-10-03,UG,Verified,Utility Bill,270,0.224
309,Lisa Cervantes,samantha91@example.net,2024-11-03,KE,Verified,Document Upload,239,0.115
310,Eric White,williambarnes@example.org,2024-08-17,UG,Failed,Utility Bill,317,0.845
311,John Medina,angelaburns@example.org,2025-01-25,NG,Verified,Utility Bill,156,0.609
312,Lisa Glenn,washingtonjames@example.com,2024-09-05,KE,Verified,Bank Verification,298,0.029
313,Kathleen Cohen,cmckinney@example.com,2025-06-16,KE,Verified,Document Upload,14,0.351
314,Rebecca Walker,hillamanda@example.org,2024-08-29,UG,Pending,Document Upload,305,0.07
315,Patricia Simpson,armstrongjoseph@example.net,2025-04-10,NG,Verified,Bank Verification,81,0.746
316,Rodney Williams,bpayne@example.org,2025-04-26,UG,Verified,Utility Bill,65,0.341
317,Danielle Golden,colemichael@example.org,2025-03-25,KE,Verified,Document Upload,97,0.777
318,Patricia Young PhD,michelle96@example.org,2024-12-06,NG,Pending,Document Upload,206,0.156
319,Robin Trujillo,amanda98@example.org,2025-02-09,NG,Verified,Bank Verification,141,0.272
320,Donna Adams,taylorkaren@example.com,2024-10-25,UG,Verified,Utility Bill,248,0.414
321,Sharon Martinez DVM,dustinmorris@example.org,2025-05-31,NG,Verified,Utility Bill,30,0.345
322,Katherine Ray,courtney67@example.org,2025-04-03,UG,Verified,Document Upload,88,0.527
323,Anna Robertson,heather57@example.com,2025-02-15,UG,Verified,Document Upload,135,0.984
324,Raymond Oconnor,sreid@example.com,2024-10-26,KE,Pending,Bank Verification,247,0.945
325,Jennifer Donaldson,troymorris@example.com,2025-05-06,KE,Verified,Utility Bill,55,0.328
326,Kylie Washington,patricia00@example.org,2024-10-30,UG,Verified,Utility Bill,243,0.176
327,Alexis Noble,scottsmith@example.com,2025-02-13,GH,Pending,Bank Verification,137,0.5
328,Bonnie Santos,nancymcdowell@example.org,2024-09-11,NG,Pending,Bank Verification,292,0.397
329,Jacob Mckee,brettgarrett@example.net,2025-02-23,NG,Verified,Bank Verification,127,0.46
330,Matthew Padilla,lewischristian@example.net,2025-03-11,UG,Pending,Bank Verification,111,0.573
331,Alexandra Dominguez,mcneilrobert@example.org,2024-09-19,KE,Verified,Bank Verification,284,0.115
332,Brandon Shaffer,edwardsnicole@example.org,2024-12-20,GH,Verified,Utility Bill,192,0.801
333,Shelly May,caseyelliott@example.net,2024-11-16,KE,Pending,Document Upload,226,0.088
334,Nathan Fuller,samanthajensen@example.com,2025-02-21,UG,Verified,Bank Verification,129,0.589
335,Brian Goodwin,bbell@example.com,2025-05-09,KE,Verified,Document Upload,52,0.746
336,Matthew Wright,kimberly04@example.org,2025-04-14,NG,Verified,Utility Bill,77,0.51
337,Nicole Phillips,bowerslaura@example.org,2025-01-04,GH,Verified,Utility Bill,177,0.906
338,Jonathan Wheeler,hatfieldsarah@example.org,2024-12-27,GH,Verified,Document Upload,185,0.236
339,Jennifer Payne,kathrynbest@example.org,2024-11-17,GH,Pending,Utility Bill,225,0.602
340,Dennis Williams,fryraymond@example.com,2024-07-05,NG,Pending,Bank Verification,360,0.177
341,Jennifer Miles,davidsonamanda@example.org,2025-02-14,UG,Pending,Bank Verification,136,0.754
342,Jorge Harris,amandamyers@example.net,2024-10-08,KE,Verified,Document Upload,265,0.864
343,Maria Collins,pblair@example.org,2025-04-04,UG,Verified,Bank Verification,87,0.068
344,Audrey Salazar,parkerjudith@example.net,2024-09-26,KE,Verified,Document Upload,277,0.591
345,Chad Smith,hbenton@example.net,2024-09-01,KE,Verified,Bank Verification,302,0.462
346,Carol Martinez,jessica10@example.com,2025-04-11,KE,Pending,Document Upload,80,0.077
347,Austin Joseph,crawfordwilliam@example.org,2025-04-20,UG,Verified,Utility Bill,71,0.463
348,Holly Scott,shannonemily@example.org,2024-12-28,NG,Pending,Utility Bill,184,0.45
349,Amanda Roy,brandoncox@example.org,2024-09-20,GH,Verified,Document Upload,283,0.322
350,Amanda Pratt,pwalker@example.com,2024-09-02,NG,Pending,Bank Verification,301,0.451
351,Roger Duncan,shawrachel@example.org,2025-05-30,NG,Verified,Document Upload,31,0.505
352,Amber Morales,xcline@example.com,2024-09-18,UG,Verified,Utility Bill,285,0.991
353,Aimee Gonzalez,jodi37@example.com,2024-10-26,GH,Failed,Bank Verification,247,0.364
354,Raymond Gonzalez DVM,edwardrandolph@example.org,2025-01-31,UG,Verified,Document Upload,150,0.774
355,Ryan Wiley,aaron64@example.org,2024-09-22,KE,Verified,Utility Bill,281,0.066
356,Mrs. Tonya Kaufman,jenniferdavis@example.org,2024-09-12,UG,Pending,Utility Bill,291,0.284
357,Mercedes Watson,carpenterwilliam@example.net,2025-05-23,GH,Verified,Document Upload,38,0.333
358,Keith Graham,joelgreen@example.com,2025-04-25,KE,Verified,Utility Bill,66,0.31
359,Ronnie Nguyen,enelson@example.org,2025-06-02,UG,Pending,Document Upload,28,0.129
360,Ashley Garcia,aowens@example.org,2024-08-17,KE,Verified,Bank Verification,317,0.559
361,Christine Parker,melissa12@example.net,2025-01-11,GH,Pending,Utility Bill,170,0.67
362,Lindsey Lewis,eddie35@example.com,2024-10-18,NG,Verified,Bank Verification,255,0.646
363,Debbie Ewing,cranemelissa@example.net,2025-01-02,NG,Verified,Document Upload,179,0.363
364,Joel Lara,davidbrown@example.org,2025-03-29,KE,Verified,Document Upload,93,0.948
365,Jacqueline Mccoy,aguilarjonathan@example.org,2024-08-15,GH,Verified,Document Upload,319,0.155
366,Steven Ramos,christopherboone@example.com,2024-07-06,NG,Pending,Utility Bill,359,0.662
367,Amber Glass,zunderwood@example.com,2024-08-12,GH,Verified,Document Upload,322,0.597
368,Carrie Lewis,joshuagriffin@example.org,2024-07-09,GH,Verified,Bank Verification,356,0.721
369,Danielle Phillips,eandrade@example.org,2024-07-11,GH,Verified,Utility Bill,354,0.97
370,Jason Day,crystalpham@example.org,2024-07-31,UG,Verified,Bank Verification,334,0.234
371,Heather Stephens,kcooper@example.net,2025-06-26,GH,Failed,Bank Verification,4,0.368
372,Alexander Harper,huangkimberly@example.org,2024-10-24,UG,Pending,Utility Bill,249,0.769
373,Hunter Silva,terrigarcia@example.net,2025-04-20,UG,Pending,Utility Bill,71,0.966
374,Raven Mclaughlin,barbaramcgrath@example.com,2024-09-25,GH,Verified,Bank Verification,278,0.873
375,Sarah Thompson,linda59@example.org,2024-11-05,KE,Verified,Utility Bill,237,0.555
376,Keith Thomas,marycochran@example.com,2025-03-13,NG,Pending,Bank Verification,109,0.285
377,Andrew Brown,andrewwoods@example.com,2025-01-13,UG,Verified,Bank Verification,168,0.905
378,Carlos Love,brian29@example.net,2025-05-30,NG,Verified,Bank Verification,31,0.946
379,Sarah Valencia,brookssheri@example.com,2025-05-30,KE,Verified,Bank Verification,31,0.93
380,Frank Daugherty,fconner@example.net,2025-01-29,KE,Failed,Bank Verification,152,0.236
381,Kristina Preston,jeffrey92@example.com,2024-10-23,GH,Failed,Utility Bill,250,0.028
382,Bethany Daniel,xrosales@example.net,2024-10-19,KE,Verified,Bank Verification,254,0.791
383,Tammy Ponce,daniellegarcia@example.com,2024-07-10,UG,Verified,Utility Bill,355,0.696
384,Cynthia Haas,daisymccarty@example.net,2024-08-19,UG,Verified,Document Upload,315,0.449
385,Gabriela Smith,johnjones@example.com,2025-03-01,NG,Pending,Utility Bill,121,0.256
386,Amber Kim,acosta@example.com,2025-04-13,UG,Verified,Bank Verification,78,0.111
387,James Poole,franciscojones@example.org,2025-05-17,NG,Verified,Utility Bill,44,0.048
388,Trevor Jones,pamelamartin@example.org,2024-10-14,UG,Pending,Bank Verification,259,0.063
389,Anna Wheeler,bbush@example.net,2025-01-15,NG,Verified,Utility Bill,166,0.632
390,Brooke Garcia,terriortiz@example.net,2024-08-28,GH,Verified,Bank Verification,306,0.291
391,Deborah Campbell,codylong@example.net,2025-03-20,GH,Verified,Utility Bill,102,0.571
392,Isaac Patterson,madison97@example.org,2025-05-02,NG,Verified,Utility Bill,59,0.523
393,Mark Rowland,tanthony@example.com,2024-08-03,NG,Verified,Utility Bill,331,0.39
394,Deborah May,ylopez@example.com,2024-12-18,UG,Verified,Document Upload,194,0.981
395,Jeremiah Baker,anne21@example.org,2024-09-05,KE,Verified,Utility Bill,298,0.789
396,Jennifer Avila,angelarandall@example.net,2025-02-28,NG,Pending,Bank Verification,122,0.772
397,Sharon Wells,thomasmiller@example.net,2024-11-29,GH,Verified,Utility Bill,213,0.044
398,Kellie Duncan,davidtodd@example.org,2024-07-11,GH,Verified,Utility Bill,354,0.83
399,Daniel Lee,hendersonvanessa@example.com,2025-06-11,UG,Pending,Document Upload,19,0.632
400,Brittany Larson,renee11@example.com,2024-09-10,UG,Verified,Document Upload,293,0.037
401,Shannon Stone,buchanancindy@example.net,2025-01-18,NG,Verified,Bank Verification,163,0.316
402,Chase Knight,buckleyanna@example.org,2025-04-11,UG,Pending,Document Upload,80,0.253
403,Sheryl Humphrey,patrick79@example.net,2025-04-12,KE,Pending,Utility Bill,79,0.357
404,Jamie Montgomery,vwilliams@example.net,2024-12-19,KE,Pending,Bank Verification,193,0.273
405,Tammie Prince,morganlaura@example.com,2024-09-23,UG,Pending,Bank Verification,280,0.743
406,Michael Garcia PhD,kevinmanning@example.com,2024-10-09,KE,Verified,Bank Verification,264,0.974
407,Matthew Lopez,robinrussell@example.com,2024-10-05,KE,Verified,Document Upload,268,0.924
408,Samantha Robertson,cameronmckinney@example.com,2025-04-02,UG,Verified,Document Upload,89,0.079
409,Sherry Johnson,nancygonzalez@example.org,2024-08-17,KE,Verified,Utility Bill,317,0.321
410,Thomas Bush,micheal78@example.com,2024-09-28,KE,Verified,Bank Verification,275,0.306
411,Andre Watson,ethompson@example.net,2025-02-16,GH,Verified,Document Upload,134,0.69
412,Ryan Green,mitchellpaul@example.org,2025-01-16,KE,Verified,Utility Bill,165,0.615
413,Cindy Walker,ericaadams@example.com,2025-05-07,NG,Verified,Bank Verification,54,0.075
414,Tracy Fleming,pbuck@example.org,2025-01-02,GH,Verified,Utility Bill,179,0.953
415,David Trujillo,jennifer46@example.com,2025-02-04,UG,Verified,Utility Bill,146,0.035
416,Daniel Turner,asilva@example.net,2025-05-06,KE,Failed,Document Upload,55,0.362
417,Sara Hoffman,kenneth17@example.org,2025-06-29,GH,Failed,Bank Verification,1,0.679
418,Frederick Hill,jacob83@example.org,2024-10-30,UG,Verified,Utility Bill,243,0.763
419,Lindsay Guerrero,jenniferrios@example.com,2025-04-19,KE,Verified,Document Upload,72,0.398
420,James Johnson,matthewreeves@example.net,2024-10-01,NG,Verified,Utility Bill,272,0.026
421,Susan Powers,megan82@example.com,2025-01-10,UG,Verified,Bank Verification,171,0.914
422,David Stokes,staceylam@example.net,2024-08-03,UG,Verified,Utility Bill,331,0.215
423,Patrick Parker,nathan94@example.com,2024-07-31,UG,Verified,Document Upload,334,0.2
424,Sean Silva,kennedyjames@example.org,2025-05-06,UG,Pending,Document Upload,55,0.173
425,Edwin Brown,derrickgonzalez@example.com,2025-05-12,KE,Pending,Utility Bill,49,0.668
426,Victoria Thomas,kimberlyfreeman@example.net,2025-06-25,KE,Pending,Utility Bill,5,0.891
427,Anthony Hayes,kathleenjackson@example.org,2025-06-25,GH,Verified,Document Upload,5,0.794
428,Anita Mendez,epowell@example.com,2024-12-25,GH,Verified,Bank Verification,187,0.792
429,Monica Dodson,katherine83@example.org,2024-06-30,NG,Verified,Bank Verification,365,0.361
430,Danielle Steele,larry16@example.net,2025-03-03,GH,Verified,Bank Verification,119,0.612
431,Rodney Evans,stephen89@example.net,2025-01-30,UG,Pending,Utility Bill,151,1.0
432,Whitney Cooper,mhoward@example.org,2024-10-30,UG,Pending,Document Upload,243,0.769
433,Jennifer Perez,jasonjohnson@example.net,2025-06-10,GH,Verified,Bank Verification,20,0.972
434,Matthew Johnson,kelsey90@example.net,2024-08-29,UG,Verified,Utility Bill,305,0.68
435,Martha Smith,butleromar@example.net,2025-06-28,GH,Verified,Utility Bill,2,0.768
436,Christine Jennings,turnerdorothy@example.net,2024-09-29,NG,Verified,Bank Verification,274,0.831
437,Mercedes Barnes,huntchristine@example.com,2025-01-05,GH,Failed,Document Upload,176,0.162
438,Craig Gonzalez,marie35@example.net,2024-08-09,KE,Verified,Bank Verification,325,0.947
439,Joshua Lozano,arivera@example.org,2024-11-25,NG,Verified,Utility Bill,217,0.251
440,Sara Caldwell,stacychan@example.org,2025-03-01,KE,Verified,Utility Bill,121,0.125
441,David Hall,joseph01@example.org,2025-03-20,NG,Verified,Utility Bill,102,0.503
442,Heather Rhodes,grodgers@example.org,2025-05-14,GH,Verified,Utility Bill,47,0.171
443,Matthew Murphy,rfriedman@example.net,2024-07-02,KE,Verified,Document Upload,363,0.843
444,Catherine Morales,ynelson@example.net,2024-08-02,NG,Verified,Utility Bill,332,0.045
445,Mariah Robles,andersonjessica@example.org,2025-05-06,KE,Pending,Bank Verification,55,0.651
446,Karen Carroll,ywhite@example.com,2024-08-05,NG,Verified,Bank Verification,329,0.498
447,Sheryl Acosta,timothyfreeman@example.com,2025-02-07,KE,Pending,Utility Bill,143,0.483
448,Matthew Smith,tiffanysantiago@example.com,2024-12-07,UG,Verified,Document Upload,205,0.297
449,Lisa Reynolds,timothyalvarado@example.net,2025-01-04,GH,Verified,Document Upload,177,0.44
450,Kristin Huerta,smithsarah@example.net,2024-11-16,KE,Verified,Utility Bill,226,0.607
451,Sheila Jones,vflores@example.com,2025-05-05,KE,Pending,Bank Verification,56,0.734
452,Mason Powell,christianwallace@example.net,2024-07-17,GH,Verified,Document Upload,348,0.761
453,Jillian Wilson,bmcgee@example.org,2024-12-10,KE,Verified,Bank Verification,202,0.242
454,Joshua Petersen,pamela83@example.net,2024-11-23,GH,Verified,Bank Verification,219,0.141
455,Heidi Brown,meganrivera@example.net,2025-03-01,UG,Pending,Document Upload,121,0.248
456,Heidi Chavez,malonejeffrey@example.com,2025-02-03,KE,Pending,Document Upload,147,0.934
457,Rebecca Kelley,jacqueline02@example.com,2024-11-05,GH,Verified,Bank Verification,237,0.498
458,Mikayla Rodriguez,jacobconrad@example.com,2024-08-19,KE,Verified,Bank Verification,315,0.497
459,Cheryl Morgan,owilliams@example.net,2024-09-15,UG,Verified,Bank Verification,288,0.967
460,Joanna Barrett,tamarasmith@example.net,2025-01-30,NG,Verified,Utility Bill,151,0.051
461,Sara Webb,heatherthompson@example.org,2024-07-16,UG,Verified,Document Upload,349,0.286
462,Lisa Morris,mbarnes@example.net,2024-08-05,UG,Verified,Bank Verification,329,0.134
463,Victor Waller,iballard@example.com,2025-04-04,UG,Verified,Utility Bill,87,0.366
464,Kayla Cameron,jennifer83@example.org,2025-02-04,GH,Verified,Bank Verification,146,0.363
465,Melissa Morse,tinasantos@example.org,2024-09-13,UG,Verified,Utility Bill,290,0.764
466,Erica Wilson,anna99@example.net,2024-12-30,NG,Verified,Bank Verification,182,0.129
467,Stephanie Ferguson,hstokes@example.org,2025-03-15,KE,Verified,Document Upload,107,0.558
468,Michael Gonzalez,tonyavega@example.org,2024-07-08,GH,Verified,Document Upload,357,0.602
469,Elizabeth Molina,howardshaun@example.net,2025-05-02,NG,Pending,Bank Verification,59,0.039
470,Sharon Newton,yyoung@example.net,2025-05-12,UG,Pending,Document Upload,49,0.149
471,Tammy Hughes,tammy00@example.net,2024-10-12,KE,Verified,Bank Verification,261,0.931
472,Priscilla Berg,rhondabush@example.net,2024-09-28,KE,Verified,Utility Bill,275,0.594
473,Nancy Gonzalez,kellythompson@example.net,2024-11-10,UG,Verified,Document Upload,232,0.709
474,Nancy Wilson,pattersonangela@example.org,2024-07-26,KE,Verified,Bank Verification,339,0.331
475,Abigail Owens,billmcfarland@example.net,2024-08-26,KE,Pending,Utility Bill,308,0.797
476,Lisa Stanley,jtyler@example.com,2024-07-17,NG,Verified,Utility Bill,348,0.597
477,Kelly Krueger,hartmanerik@example.net,2024-07-25,GH,Verified,Document Upload,340,0.721
478,Daniel Lewis,mark43@example.net,2025-01-11,UG,Verified,Document Upload,170,0.148
479,Samantha Zavala MD,sean99@example.org,2025-01-09,NG,Verified,Bank Verification,172,0.191
480,Erica Moon,cruzamber@example.com,2025-06-14,GH,Verified,Utility Bill,16,0.413
481,Patricia Robertson,stucker@example.net,2024-07-08,UG,Pending,Document Upload,357,0.873
482,Tiffany Jackson,simsjason@example.net,2024-09-07,GH,Verified,Utility Bill,296,0.519
483,Jessica Garcia,elucas@example.net,2025-04-08,UG,Verified,Document Upload,83,0.525
484,Mitchell Johnson,brownlaura@example.net,2025-03-07,UG,Verified,Bank Verification,115,0.912
485,Susan Russell,bmccoy@example.com,2024-07-24,KE,Verified,Document Upload,341,0.61
486,Kimberly May,avilabrenda@example.net,2024-07-05,KE,Verified,Bank Verification,360,0.558
487,Jonathan Roberts,catherine47@example.com,2025-05-05,KE,Verified,Bank Verification,56,0.705
488,Kara Ferguson,julierobles@example.net,2024-11-20,KE,Verified,Utility Bill,222,0.48
489,Elizabeth Eaton,susan08@example.net,2024-10-14,KE,Verified,Utility Bill,259,0.288
490,Kenneth Long,torreskaitlin@example.net,2024-08-19,UG,Verified,Bank Verification,315,0.896
491,Matthew Hunt,jackjensen@example.com,2024-11-01,GH,Verified,Utility Bill,241,0.29
492,Robert Phelps,enewman@example.com,2024-09-08,NG,Verified,Bank Verification,295,0.346
493,Craig Carpenter,michael31@example.com,2025-03-01,UG,Pending,Bank Verification,121,0.214
494,Emily Hayes,heather29@example.net,2025-02-10,KE,Verified,Utility Bill,140,0.137
495,Jeffrey Smith,kristenjoseph@example.net,2024-11-09,GH,Verified,Utility Bill,233,0.242
496,Brandy Quinn,wford@example.com,2024-12-05,GH,Verified,Bank Verification,207,0.638
497,Matthew Miller,michele28@example.org,2024-12-24,KE,Verified,Document Upload,188,0.717
498,Angela Jones,atkinsoncrystal@example.net,2024-10-03,NG,Failed,Document Upload,270,0.965
499,Christy Johnson,amy87@example.net,2025-01-26,UG,Pending,Bank Verification,155,0.653
500,Daniel Barton,dennis88@example.org,2025-04-08,UG,Pending,Bank Verification,83,0.651
501,Mary Charles,katherinetaylor@example.org,2024-11-21,KE,Verified,Document Upload,221,0.285
502,Mary Faulkner,ccrosby@example.org,2024-09-02,GH,Pending,Document Upload,301,0.535
503,Dennis Young,aprilmoody@example.com,2025-04-03,GH,Pending,Document Upload,88,0.418
504,Anthony Hooper,dakota84@example.net,2024-12-17,UG,Verified,Utility Bill,195,0.788
505,Carrie Valdez,briana18@example.com,2024-10-03,KE,Verified,Utility Bill,270,0.877
